Market,Selection,Odds,matchup,timestamp
Total – Game,Under 231.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Total – Game,Over 232,1.884,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Total – Game,Under 232,1.934,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Total – Game,Over 232.5,1.952,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Total – Game,Under 232.5,1.9,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Handicap – Game,San Antonio Spurs -7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Total – Game,Over 233,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:23:03
Handicap – Game,Portland Trail Blazers -3.5,2.0,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Sacramento Kings +3.5,1.826,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Portland Trail Blazers -3.0,1.943,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Sacramento Kings +3.0,1.909,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Sacramento Kings +2.0,2.03,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Sacramento Kings +2.5,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Portland Trail Blazers -2.0,1.8,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Sacramento Kings +4.0,1.763,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Portland Trail Blazers -2.5,1.854,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,Portland Trail Blazers -4.0,2.08,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Under 231.5,1.819,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Under 229.5,2.01,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Over 230,1.854,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Under 230,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Over 230.5,1.917,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Under 230.5,1.934,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Over 231,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Under 231,1.862,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Over 231.5,2.01,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Money Line – Game,Portland Trail Blazers,1.68,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Total – Game,Over 229.5,1.819,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Money Line – Game,Sacramento Kings,2.25,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:30:47
Handicap – Game,San Antonio Spurs -6.0,1.781,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Over 233.5,2.06,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Money Line – Game,Utah Jazz,3.12,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Money Line – Game,San Antonio Spurs,1.381,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,Utah Jazz +5.5,2.14,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,San Antonio Spurs -5.5,1.719,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,Utah Jazz +6.0,2.05,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,Utah Jazz +6.5,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,San Antonio Spurs -6.5,1.862,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,Utah Jazz +7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,San Antonio Spurs -7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Under 233.5,1.775,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,San Antonio Spurs -7.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,Utah Jazz +7.5,1.833,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Over 233,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Under 232.5,1.9,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Over 232.5,1.952,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Under 233,1.826,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Over 232,1.884,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Under 231.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Over 231.5,1.84,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Total – Game,Under 232,1.934,Utah Jazz vs San Antonio Spurs,2025-10-10 23:30:47
Handicap – Game,Sacramento Kings +4.0,1.763,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Sacramento Kings +2.0,2.03,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Portland Trail Blazers -2.0,1.8,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Sacramento Kings +2.5,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Portland Trail Blazers -2.5,1.854,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Sacramento Kings +3.0,1.909,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Portland Trail Blazers -3.0,1.943,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Sacramento Kings +3.5,1.826,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Portland Trail Blazers -3.5,2.0,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Handicap – Game,Portland Trail Blazers -4.0,2.08,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Under 231.5,1.819,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Under 229.5,2.01,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Over 230,1.854,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Under 230,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Over 230.5,1.917,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Under 230.5,1.934,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Over 231,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Under 231,1.862,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Over 231.5,2.01,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Money Line – Game,Portland Trail Blazers,1.68,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Over 229.5,1.819,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Money Line – Game,Sacramento Kings,2.25,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:41:17
Total – Game,Under 233.5,1.775,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Over 233.5,2.06,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Money Line – Game,San Antonio Spurs,1.381,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,Utah Jazz +5.5,2.14,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,San Antonio Spurs -5.5,1.719,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,Utah Jazz +6.0,2.06,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,San Antonio Spurs -6.0,1.781,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,Utah Jazz +6.5,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,San Antonio Spurs -6.5,1.862,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,Utah Jazz +7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,San Antonio Spurs -7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Money Line – Game,Utah Jazz,3.12,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,San Antonio Spurs -7.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Over 231.5,1.833,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Under 231.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Over 232,1.884,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Under 232,1.934,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Over 232.5,1.952,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Under 232.5,1.9,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Over 233,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Total – Game,Under 233,1.826,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,Utah Jazz +7.5,1.833,Utah Jazz vs San Antonio Spurs,2025-10-10 23:41:17
Handicap – Game,Sacramento Kings +3.5,1.826,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Portland Trail Blazers -3.0,1.943,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Sacramento Kings +3.0,1.909,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Sacramento Kings +2.0,2.03,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Sacramento Kings +2.5,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Portland Trail Blazers -2.0,1.8,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Portland Trail Blazers -3.5,2.0,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Under 231.5,1.819,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Sacramento Kings +4.0,1.763,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Under 230,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Over 229.5,1.819,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Under 229.5,2.01,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Over 230,1.854,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Over 230.5,1.917,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Under 230.5,1.934,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Over 231,1.961,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Under 231,1.862,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Over 231.5,2.01,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Money Line – Game,Portland Trail Blazers,1.68,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Portland Trail Blazers -4.0,2.08,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Money Line – Game,Sacramento Kings,2.25,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Handicap – Game,Portland Trail Blazers -2.5,1.854,Sacramento Kings vs Portland Trail Blazers,2025-10-10 23:55:08
Total – Game,Over 233.5,2.06,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Under 233.5,1.775,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Money Line – Game,Utah Jazz,3.12,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Money Line – Game,San Antonio Spurs,1.381,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,Utah Jazz +5.5,2.14,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,San Antonio Spurs -5.5,1.719,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,San Antonio Spurs -6.0,1.781,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,Utah Jazz +6.5,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,San Antonio Spurs -6.5,1.862,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,Utah Jazz +7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,San Antonio Spurs -7.0,1.909,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,Utah Jazz +6.0,2.06,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,San Antonio Spurs -7.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Over 231.5,1.833,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Under 231.5,1.99,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Over 232,1.884,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Under 232,1.934,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Over 232.5,1.952,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Under 232.5,1.9,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Over 233,2.0,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Under 233,1.826,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Handicap – Game,Utah Jazz +7.5,1.833,Utah Jazz vs San Antonio Spurs,2025-10-10 23:55:08
Total – Game,Under 234.5,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Over 235,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Under 235,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Over 235.5,1.917,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Under 236.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Over 236,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Under 236,1.869,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Over 236.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Over 234.5,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Under 235.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Indiana Pacers +4.0,2.06,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Indiana Pacers +5.5,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Indiana Pacers +4.5,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Oklahoma City Thunder -4.5,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Indiana Pacers +5.0,1.925,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Oklahoma City Thunder -5.0,1.925,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Oklahoma City Thunder -5.5,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Indiana Pacers +6.0,1.775,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Oklahoma City Thunder -6.0,2.06,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Money Line – Game,Indiana Pacers,2.59,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Money Line – Game,Oklahoma City Thunder,1.523,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Handicap – Game,Oklahoma City Thunder -4.0,1.775,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:30:30
Total – Game,Under 234.5,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Over 235,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Under 235,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Under 236.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Over 236.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Under 235.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Over 236,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Under 236,1.869,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Over 234.5,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Over 235.5,1.917,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Indiana Pacers +4.0,2.05,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Indiana Pacers +5.5,1.833,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Indiana Pacers +4.5,1.97,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Money Line – Game,Oklahoma City Thunder,1.526,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Money Line – Game,Indiana Pacers,2.59,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Oklahoma City Thunder -6.0,2.07,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Indiana Pacers +6.0,1.769,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Oklahoma City Thunder -4.0,1.781,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Oklahoma City Thunder -5.0,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Indiana Pacers +5.0,1.917,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Oklahoma City Thunder -4.5,1.847,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Handicap – Game,Oklahoma City Thunder -5.5,1.99,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 18:46:12
Total – Game,Over 234.5,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Over 236.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Under 236,1.869,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Over 236,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Under 235.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Over 235.5,1.917,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Under 235,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Over 235,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Under 234.5,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Under 236.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Indiana Pacers +4.0,2.09,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Indiana Pacers +4.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Oklahoma City Thunder -4.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Indiana Pacers +5.0,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Oklahoma City Thunder -5.0,1.9,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Indiana Pacers +5.5,1.862,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Oklahoma City Thunder -5.5,1.961,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Indiana Pacers +6.0,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Oklahoma City Thunder -6.0,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Money Line – Game,Indiana Pacers,2.63,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Money Line – Game,Oklahoma City Thunder,1.512,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Handicap – Game,Oklahoma City Thunder -4.0,1.757,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:20:04
Total – Game,Under 234.5,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Over 235,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Under 235,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Over 235.5,1.917,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Over 234.5,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Under 235.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Over 236,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Under 236,1.869,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Over 236.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Under 236.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Indiana Pacers +4.0,2.09,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Oklahoma City Thunder -5.5,1.961,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Indiana Pacers +4.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Oklahoma City Thunder -4.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Indiana Pacers +5.0,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Oklahoma City Thunder -5.0,1.9,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Indiana Pacers +5.5,1.862,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Indiana Pacers +6.0,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Oklahoma City Thunder -6.0,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Money Line – Game,Indiana Pacers,2.63,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Money Line – Game,Oklahoma City Thunder,1.512,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Handicap – Game,Oklahoma City Thunder -4.0,1.757,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:28:42
Total – Game,Under 234.5,2.04,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Over 235,1.84,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Under 235,1.98,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Over 235.5,1.917,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Under 236.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Over 236,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Under 236,1.869,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Over 236.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Over 234.5,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Under 235.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Indiana Pacers +4.0,2.11,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Oklahoma City Thunder -4.0,1.74,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Indiana Pacers +4.5,2.03,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Money Line – Game,Indiana Pacers,2.66,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Oklahoma City Thunder -6.0,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Indiana Pacers +6.0,1.813,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Oklahoma City Thunder -5.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Money Line – Game,Oklahoma City Thunder,1.502,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Oklahoma City Thunder -5.0,1.884,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Indiana Pacers +5.0,1.97,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Oklahoma City Thunder -4.5,1.8,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Handicap – Game,Indiana Pacers +5.5,1.884,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:40:10
Total – Game,Over 234.5,1.793,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:46:55
Total – Game,Under 236.5,1.819,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:46:55
Total – Game,Over 236.5,2.01,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:46:55
Total – Game,Under 236,1.869,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:46:55
Total – Game,Over 236,1.952,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:46:55
Total – Game,Under 235.5,1.934,Oklahoma City Thunder vs Indiana Pacers,2025-10-11 19:46:55
