Market,Selection,Odds,matchup,timestamp
Handicap – Game,Dallas Mavericks -5.0,2.01,Dallas Mavericks vs Utah Jazz,2025-10-13 23:22:24
Total – Game,Over 234.5,1.746,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Under 234.5,2.07,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Over 235,1.781,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Under 235,2.02,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Over 235.5,1.84,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Over 236,1.862,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Under 236,1.925,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Over 236.5,1.9,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Under 236.5,1.884,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Utah Jazz +3.0,2.05,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Under 235.5,1.98,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Dallas Mavericks -3.0,1.757,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Utah Jazz +3.5,1.97,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Guangzhou Loong Lions +37.5,1.892,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:27:17
Handicap – Game,Dallas Mavericks -3.5,1.819,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Minnesota Timberwolves -37.5,1.925,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:27:17
Total – Game,Over 220.5,1.869,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:27:17
Total – Game,Under 220.5,1.952,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:27:17
Money Line – Game,Utah Jazz,2.38,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Money Line – Game,Dallas Mavericks,1.588,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Utah Jazz +5.0,1.769,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Dallas Mavericks -4.5,1.952,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Utah Jazz +4.5,1.833,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Dallas Mavericks -4.0,1.9,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Utah Jazz +4.0,1.917,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Handicap – Game,Dallas Mavericks -5.0,2.03,Dallas Mavericks vs Utah Jazz,2025-10-13 23:27:17
Total – Game,Over 235,1.781,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Utah Jazz +3.0,2.0,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Over 234.5,1.746,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Under 234.5,2.07,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Under 235,2.02,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Dallas Mavericks -3.0,1.793,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Under 235.5,1.98,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Over 236,1.862,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Under 236,1.925,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Over 236.5,1.9,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Under 236.5,1.884,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Over 235.5,1.84,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Utah Jazz +3.5,1.925,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Guangzhou Loong Lions +37.5,1.9,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:42:04
Handicap – Game,Utah Jazz +4.0,1.869,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Dallas Mavericks -3.5,1.862,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Minnesota Timberwolves -37.5,1.917,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:42:04
Total – Game,Over 220.5,1.869,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:42:04
Money Line – Game,Dallas Mavericks,1.609,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Money Line – Game,Utah Jazz,2.33,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Under 220.5,1.952,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:42:04
Handicap – Game,Utah Jazz +5.0,1.729,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Dallas Mavericks -4.5,2.0,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Utah Jazz +4.5,1.793,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Dallas Mavericks -4.0,1.943,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Handicap – Game,Dallas Mavericks -5.0,2.09,Dallas Mavericks vs Utah Jazz,2025-10-13 23:42:04
Total – Game,Over 235,1.781,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Utah Jazz +3.0,2.0,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Over 234.5,1.746,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Under 234.5,2.07,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Under 235,2.02,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Under 236.5,1.884,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Under 235.5,1.98,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Over 236,1.862,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Under 236,1.925,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Over 236.5,1.9,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Dallas Mavericks -3.0,1.793,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Over 235.5,1.84,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Utah Jazz +3.5,1.925,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Dallas Mavericks -3.5,1.862,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Utah Jazz +4.0,1.869,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Guangzhou Loong Lions +37.5,1.9,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:47:18
Handicap – Game,Minnesota Timberwolves -37.5,1.917,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:47:18
Total – Game,Over 220.5,1.869,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:47:18
Money Line – Game,Dallas Mavericks,1.609,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Money Line – Game,Utah Jazz,2.33,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Under 220.5,1.952,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:47:18
Handicap – Game,Utah Jazz +5.0,1.729,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Dallas Mavericks -4.5,2.0,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Utah Jazz +4.5,1.793,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Dallas Mavericks -4.0,1.943,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Handicap – Game,Dallas Mavericks -5.0,2.09,Dallas Mavericks vs Utah Jazz,2025-10-13 23:47:18
Total – Game,Over 235,1.775,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Utah Jazz +2.5,2.02,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Over 234.5,1.74,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Under 234.5,2.08,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Under 235,2.03,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Under 236.5,1.892,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Under 235.5,1.99,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Over 236,1.854,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Under 236,1.934,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Over 236.5,1.892,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Dallas Mavericks -2.5,1.781,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Over 235.5,1.833,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Utah Jazz +3.0,1.934,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Dallas Mavericks -3.0,1.847,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Utah Jazz +3.5,1.884,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Minnesota Timberwolves -36.0,1.869,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:55:23
Total – Game,Over 220.5,1.877,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:55:23
Total – Game,Under 220.5,1.943,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:55:23
Money Line – Game,Dallas Mavericks,1.671,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Money Line – Game,Utah Jazz,2.22,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Guangzhou Loong Lions +36.0,1.952,Guangzhou Loong Lions vs Minnesota Timberwolves,2025-10-13 23:55:23
Handicap – Game,Utah Jazz +4.5,1.74,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Dallas Mavericks -4.0,1.99,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Utah Jazz +4.0,1.806,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Dallas Mavericks -3.5,1.934,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Handicap – Game,Dallas Mavericks -4.5,2.07,Dallas Mavericks vs Utah Jazz,2025-10-13 23:55:23
Total – Game,Over 234,1.819,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Under 236,1.787,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Over 236,2.01,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Under 235.5,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Over 235.5,1.961,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Under 235,1.892,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Over 235,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Under 234.5,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Over 234.5,1.862,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Under 234,1.97,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Cleveland Cavaliers -6.0,2.13,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Detroit Pistons +5.5,1.757,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Cleveland Cavaliers -5.5,2.05,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Money Line – Game,Cleveland Cavaliers,1.546,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Detroit Pistons +4.0,1.961,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Cleveland Cavaliers -4.0,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Detroit Pistons +4.5,1.884,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Money Line – Game,Detroit Pistons,2.47,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Detroit Pistons +5.0,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Cleveland Cavaliers -5.0,1.99,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Cleveland Cavaliers -4.5,1.9,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Handicap – Game,Detroit Pistons +6.0,1.699,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:38:33
Total – Game,Under 236,1.787,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Over 234,1.819,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Over 236,2.01,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Under 235.5,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Over 235.5,1.961,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Under 235,1.892,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Over 235,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Under 234.5,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Over 234.5,1.862,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Under 234,1.97,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Cleveland Cavaliers -6.0,2.13,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Cleveland Cavaliers -5.5,2.05,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Detroit Pistons +5.5,1.757,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Cleveland Cavaliers -5.0,1.99,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Detroit Pistons +5.0,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Cleveland Cavaliers -4.5,1.9,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Detroit Pistons +4.5,1.884,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Cleveland Cavaliers -4.0,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Detroit Pistons +4.0,1.961,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Money Line – Game,Cleveland Cavaliers,1.546,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Money Line – Game,Detroit Pistons,2.47,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Handicap – Game,Detroit Pistons +6.0,1.699,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 06:57:49
Total – Game,Under 233,1.97,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Over 233.5,1.862,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Under 233.5,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Over 234,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Over 233,1.819,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Over 234.5,1.952,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Under 234.5,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Over 235,2.01,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Under 235,1.793,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Under 234,1.892,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Cleveland Cavaliers -6.0,2.07,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Cleveland Cavaliers -5.0,1.934,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Cleveland Cavaliers -5.5,1.99,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Money Line – Game,Detroit Pistons,2.52,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Money Line – Game,Cleveland Cavaliers,1.529,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Detroit Pistons +4.0,2.02,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Cleveland Cavaliers -4.0,1.781,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Detroit Pistons +6.0,1.74,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Cleveland Cavaliers -4.5,1.847,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Detroit Pistons +5.0,1.884,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Detroit Pistons +5.5,1.806,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Handicap – Game,Detroit Pistons +4.5,1.934,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:33:22
Total – Game,Under 235,1.793,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Over 235,2.01,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Under 234.5,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Over 234.5,1.952,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Under 234,1.892,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Over 234,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Under 233.5,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Under 233,1.97,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Over 233,1.819,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Detroit Pistons +6.0,1.74,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Over 233.5,1.862,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Cleveland Cavaliers -6.0,2.07,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Detroit Pistons +5.5,1.806,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Cleveland Cavaliers -5.0,1.934,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Detroit Pistons +5.0,1.884,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Cleveland Cavaliers -4.5,1.847,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Detroit Pistons +4.5,1.934,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Cleveland Cavaliers -4.0,1.781,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Detroit Pistons +4.0,2.02,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Money Line – Game,Cleveland Cavaliers,1.529,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Money Line – Game,Detroit Pistons,2.52,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Handicap – Game,Cleveland Cavaliers -5.5,1.99,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 16:45:11
Total – Game,Over 233,1.819,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Under 233,1.97,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Over 233.5,1.862,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Under 233.5,1.917,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Cleveland Cavaliers -6.0,2.03,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Under 234,1.892,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Over 234.5,1.952,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Under 234.5,1.833,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Over 235,2.01,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Over 234,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Total – Game,Under 235,1.787,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Detroit Pistons +6.0,1.775,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Detroit Pistons +5.5,1.84,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Cleveland Cavaliers -5.0,1.892,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Detroit Pistons +5.0,1.925,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Cleveland Cavaliers -4.5,1.813,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Detroit Pistons +4.5,1.98,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Cleveland Cavaliers -4.0,1.746,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Detroit Pistons +4.0,2.06,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Money Line – Game,Cleveland Cavaliers,1.507,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Money Line – Game,Detroit Pistons,2.58,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Cleveland Cavaliers -5.5,1.943,Detroit Pistons vs Cleveland Cavaliers,2025-10-14 17:55:33
Handicap – Game,Denver Nuggets -3.5,1.751,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,Chicago Bulls +3.5,2.05,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Money Line – Game,Denver Nuggets,1.543,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Money Line – Game,Chicago Bulls,2.48,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Under 233,1.746,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Over 233,2.06,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Over 232,1.97,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Over 232.5,2.0,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Under 232,1.854,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Handicap – Game,Chicago Bulls +4.0,1.97,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Under 231.5,1.884,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Over 231.5,1.9,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Under 231,1.925,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Under 232.5,1.793,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Handicap – Game,Denver Nuggets -4.0,1.819,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,Chicago Bulls +5.5,1.769,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,Denver Nuggets -4.5,1.9,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,Chicago Bulls +5.0,1.833,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,Denver Nuggets -5.0,1.952,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,Denver Nuggets -5.5,2.03,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Over 232,1.8,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Under 232,2.0,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Over 232.5,1.847,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Under 234,1.793,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Over 233,1.909,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Under 233,1.909,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Over 233.5,1.943,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Under 233.5,1.84,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Over 234,2.0,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Total – Game,Over 231,1.862,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Handicap – Game,Chicago Bulls +4.5,1.917,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,New Orleans Pelicans +4.0,2.01,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Total – Game,Under 232.5,1.943,Chicago Bulls vs Denver Nuggets,2025-10-14 18:55:50
Handicap – Game,New Orleans Pelicans +4.5,1.934,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Handicap – Game,Houston Rockets -4.0,1.787,Houston Rockets vs New Orleans Pelicans,2025-10-14 18:55:50
Money Line – Game,Oklahoma City Thunder,1.495,Oklahoma City Thunder vs Milwaukee Bucks,2025-10-14 18:55:50
Money Line – Game,Milwaukee Bucks,2.61,Oklahoma City Thunder vs Milwaukee Bucks,2025-10-14 18:55:50
Handicap – Game,Milwaukee Bucks +6.5,1.751,Oklahoma City Thunder vs Milwaukee Bucks,2025-10-14 18:55:50
Handicap – Game,Oklahoma City Thunder -6.0,1.98,Oklahoma City Thunder vs Milwaukee Bucks,2025-10-14 18:55:50
