team1,team2,game_link,team1_moneyline,team2_moneyline,team1_spread,team1_spread_odds,team2_spread,team2_spread_odds,over_total,over_total_odds,under_total,under_total_odds,timestamp
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.13,1.751,2.5,1.892,-2.5,1.952,234.0,1.917,234.0,1.934,2025-10-14 22:56:05
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.276,3.78,-8.5,1.99,8.5,1.862,224.5,1.909,224.5,1.943,2025-10-14 22:56:05
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.467,2.77,-5.0,1.869,5.0,1.99,231.0,1.854,231.0,2.0,2025-10-14 23:04:30
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.483,2.72,-5.5,1.869,5.5,1.98,233.5,1.943,233.5,1.909,2025-10-14 23:04:30
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.13,1.751,2.5,1.892,-2.5,1.952,234.0,1.917,234.0,1.934,2025-10-14 23:04:30
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.793,2.08,-2.0,1.943,2.0,1.909,235.5,1.854,235.5,2.01,2025-10-14 23:04:30
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.276,3.78,-8.5,1.99,8.5,1.862,224.5,1.909,224.5,1.943,2025-10-14 23:04:30
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.518,2.61,-5.5,1.952,5.5,1.9,233.5,1.943,233.5,1.909,2025-10-14 23:24:06
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.27,3.84,-8.5,1.97,8.5,1.884,224.5,1.884,224.5,1.97,2025-10-14 23:24:06
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.806,2.06,-2.0,1.961,2.0,1.892,235.5,1.847,235.5,2.01,2025-10-14 23:24:06
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.438,2.87,-6.0,1.952,6.0,1.9,232.0,1.925,232.0,1.925,2025-10-14 23:24:06
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.08,1.793,1.5,1.952,-1.5,1.9,234.0,1.961,234.0,1.892,2025-10-14 23:24:06
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.44,2.87,-6.0,1.943,6.0,1.909,233.0,1.909,233.0,1.943,2025-10-14 23:41:18
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.485,2.71,-5.5,1.917,5.5,1.934,233.5,1.925,233.5,1.925,2025-10-14 23:41:18
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.53,1.546,5.0,1.9,-5.0,1.952,233.0,1.877,233.0,1.98,2025-10-14 23:41:18
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.793,2.08,-2.0,1.943,2.0,1.909,235.5,1.847,235.5,2.01,2025-10-14 23:41:18
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.273,3.8,-8.5,1.99,8.5,1.869,224.5,1.884,224.5,1.97,2025-10-14 23:41:18
Houston Rockets,New Orleans Pelicans,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-new-orleans-pelicans/1617314335/,1.44,2.87,-6.0,1.943,6.0,1.909,233.0,1.909,233.0,1.943,2025-10-14 23:55:15
Oklahoma City Thunder,Milwaukee Bucks,https://www.pinnacle.com/en/basketball/nba-preseason/oklahoma-city-thunder-vs-milwaukee-bucks/1617319345/,1.485,2.71,-5.5,1.917,5.5,1.934,233.5,1.925,233.5,1.925,2025-10-14 23:55:15
Chicago Bulls,Denver Nuggets,https://www.pinnacle.com/en/basketball/nba-preseason/chicago-bulls-vs-denver-nuggets/1617314364/,2.53,1.546,5.0,1.9,-5.0,1.952,233.0,1.877,233.0,1.98,2025-10-14 23:55:15
Golden State Warriors,Portland Trail Blazers,https://www.pinnacle.com/en/basketball/nba-preseason/golden-state-warriors-vs-portland-trail-blazers/1617314386/,1.793,2.08,-2.0,1.943,2.0,1.909,235.5,1.847,235.5,2.01,2025-10-14 23:55:15
Los Angeles Lakers,Phoenix Suns,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-lakers-vs-phoenix-suns/1617314387/,1.273,3.8,-8.5,1.99,8.5,1.869,224.5,1.884,224.5,1.97,2025-10-14 23:55:15
Memphis Grizzlies,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-charlotte-hornets/1617345215/,2.53,1.546,4.0,1.917,-4.0,1.934,237.5,1.917,237.5,1.934,2025-10-15 18:37:40
Toronto Raptors,Boston Celtics,https://www.pinnacle.com/en/basketball/nba-preseason/toronto-raptors-vs-boston-celtics/1617350214/,2.75,1.473,5.0,2.0,-5.0,1.862,231.5,1.909,231.5,1.943,2025-10-15 18:37:40
Memphis Grizzlies,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-charlotte-hornets/1617345215/,2.53,1.546,4.0,1.917,-4.0,1.934,237.5,1.917,237.5,1.934,2025-10-15 18:47:07
Toronto Raptors,Boston Celtics,https://www.pinnacle.com/en/basketball/nba-preseason/toronto-raptors-vs-boston-celtics/1617350214/,2.75,1.473,5.0,2.0,-5.0,1.862,231.5,1.909,231.5,1.943,2025-10-15 18:47:07
Memphis Grizzlies,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba-preseason/memphis-grizzlies-vs-charlotte-hornets/1617345215/,2.53,1.546,4.0,1.917,-4.0,1.934,237.5,1.917,237.5,1.934,2025-10-15 18:58:01
Toronto Raptors,Boston Celtics,https://www.pinnacle.com/en/basketball/nba-preseason/toronto-raptors-vs-boston-celtics/1617350214/,2.75,1.473,5.0,2.0,-5.0,1.862,231.5,1.909,231.5,1.943,2025-10-15 18:58:01
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.312,3.51,-8.0,1.9,8.0,1.952,218.5,1.909,218.5,1.943,2025-10-15 19:07:40
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.649,2.31,-3.0,1.9,3.0,1.952,227.0,1.934,227.0,1.917,2025-10-15 19:07:40
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.649,2.31,-3.0,1.9,3.0,1.952,227.0,1.934,227.0,1.917,2025-10-15 19:41:48
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.312,3.51,-8.0,1.9,8.0,1.952,218.5,1.909,218.5,1.943,2025-10-15 19:41:48
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.649,2.31,-3.0,1.9,3.0,1.952,227.0,1.934,227.0,1.917,2025-10-15 19:48:15
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.312,3.51,-8.0,1.9,8.0,1.952,218.5,1.909,218.5,1.943,2025-10-15 19:48:15
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.649,2.31,-3.0,1.9,3.0,1.952,227.0,1.934,227.0,1.917,2025-10-15 19:54:51
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.312,3.51,-8.0,1.9,8.0,1.952,218.5,1.909,218.5,1.943,2025-10-15 19:54:51
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.309,3.53,-8.0,1.892,8.0,1.961,218.5,1.892,218.5,1.961,2025-10-15 20:29:44
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.621,2.36,-3.0,1.854,3.0,2.0,227.0,1.925,227.0,1.925,2025-10-15 20:29:44
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.621,2.36,-3.0,1.854,3.0,2.0,227.0,1.925,227.0,1.925,2025-10-15 20:37:02
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.309,3.53,-8.0,1.892,8.0,1.961,218.5,1.892,218.5,1.961,2025-10-15 20:37:02
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.621,2.36,-3.0,1.854,3.0,2.0,227.0,1.925,227.0,1.925,2025-10-15 20:47:18
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.311,3.52,-8.0,1.884,8.0,1.97,218.5,1.877,218.5,1.97,2025-10-15 20:47:18
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.621,2.36,-3.0,1.854,3.0,2.0,227.0,1.925,227.0,1.925,2025-10-15 20:53:32
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.311,3.52,-8.0,1.884,8.0,1.97,218.5,1.877,218.5,1.97,2025-10-15 20:53:32
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.621,2.36,-3.0,1.854,3.0,2.0,227.0,1.925,227.0,1.925,2025-10-15 21:00:24
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.311,3.52,-8.0,1.884,8.0,1.97,218.5,1.877,218.5,1.97,2025-10-15 21:00:24
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.325,3.42,-8.0,1.909,8.0,1.943,218.5,1.877,218.5,1.97,2025-10-15 21:55:05
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.632,2.34,-3.0,1.869,3.0,1.98,227.0,1.925,227.0,1.925,2025-10-15 21:55:05
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.632,2.34,-3.0,1.869,3.0,1.98,227.0,1.925,227.0,1.925,2025-10-15 22:23:02
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.34,3.34,-8.0,1.952,8.0,1.9,218.5,1.877,218.5,1.97,2025-10-15 22:23:02
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.632,2.34,-3.0,1.869,3.0,1.98,227.0,1.925,227.0,1.925,2025-10-15 22:42:45
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.33,3.4,-8.0,1.925,8.0,1.925,219.5,1.909,219.5,1.943,2025-10-15 22:42:45
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.632,2.34,-3.0,1.869,3.0,1.98,227.0,1.925,227.0,1.925,2025-10-15 22:55:40
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.33,3.4,-8.0,1.925,8.0,1.925,219.5,1.909,219.5,1.943,2025-10-15 22:55:40
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.632,2.34,-3.0,1.869,3.0,1.98,227.0,1.925,227.0,1.925,2025-10-15 23:07:09
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.325,3.43,-8.0,1.917,8.0,1.934,219.5,1.9,219.5,1.952,2025-10-15 23:07:09
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.613,2.38,-3.5,1.925,3.5,1.925,227.0,1.934,227.0,1.917,2025-10-15 23:23:21
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.325,3.43,-8.0,1.917,8.0,1.934,219.5,1.9,219.5,1.952,2025-10-15 23:23:21
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.602,2.4,-3.5,1.909,3.5,1.943,227.0,1.854,227.0,2.0,2025-10-15 23:41:48
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.324,3.43,-8.0,1.917,8.0,1.934,219.5,1.9,219.5,1.952,2025-10-15 23:41:48
Los Angeles Clippers,Sacramento Kings,https://www.pinnacle.com/en/basketball/nba-preseason/los-angeles-clippers-vs-sacramento-kings/1617350227/,1.602,2.4,-3.5,1.909,3.5,1.943,227.0,1.854,227.0,2.0,2025-10-15 23:55:18
Dallas Mavericks,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba-preseason/dallas-mavericks-vs-los-angeles-lakers/1617349235/,1.324,3.43,-8.0,1.917,8.0,1.934,219.5,1.9,219.5,1.952,2025-10-15 23:55:18
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.33,1.341,7.5,1.934,-7.5,1.917,230.5,1.934,230.5,1.917,2025-10-16 17:56:36
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.62,1.296,8.5,1.934,-8.5,1.917,234.5,1.862,234.5,2.0,2025-10-16 17:56:36
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,3.41,1.327,8.0,1.892,-8.0,1.961,231.5,1.925,231.5,1.925,2025-10-16 17:56:36
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.62,1.296,8.5,1.934,-8.5,1.917,234.5,1.862,234.5,2.0,2025-10-16 18:37:16
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.34,1.34,7.5,1.943,-7.5,1.909,230.5,2.0,230.5,1.854,2025-10-16 18:37:16
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,3.41,1.327,8.0,1.892,-8.0,1.961,231.5,1.925,231.5,1.925,2025-10-16 18:37:16
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,3.41,1.327,8.0,1.892,-8.0,1.961,231.5,1.925,231.5,1.925,2025-10-16 18:56:48
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.34,1.34,7.5,1.943,-7.5,1.909,230.5,1.99,230.5,1.869,2025-10-16 18:56:48
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.62,1.296,8.5,1.934,-8.5,1.917,234.5,1.862,234.5,2.0,2025-10-16 18:56:48
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,3.41,1.327,8.0,1.892,-8.0,1.961,231.5,1.925,231.5,1.925,2025-10-16 19:06:48
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.34,1.34,7.5,1.943,-7.5,1.909,230.5,1.99,230.5,1.869,2025-10-16 19:06:48
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.62,1.296,8.5,1.934,-8.5,1.917,234.5,1.862,234.5,2.0,2025-10-16 19:06:48
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.62,1.296,8.5,1.934,-8.5,1.917,234.5,1.862,234.5,2.0,2025-10-16 19:41:44
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.33,1.341,7.5,1.934,-7.5,1.917,228.5,1.934,228.5,1.917,2025-10-16 19:41:44
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,3.07,1.39,7.0,1.877,-7.0,1.98,231.5,1.909,231.5,1.943,2025-10-16 19:41:44
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.33,1.341,7.5,1.934,-7.5,1.917,228.5,1.934,228.5,1.917,2025-10-16 19:55:13
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,3.07,1.39,7.0,1.877,-7.0,1.98,231.5,1.909,231.5,1.943,2025-10-16 19:55:13
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.62,1.296,8.5,1.934,-8.5,1.917,234.5,1.862,234.5,2.0,2025-10-16 19:55:13
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,2.96,1.416,6.5,1.884,-6.5,1.97,231.5,1.909,231.5,1.943,2025-10-16 20:58:36
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.32,1.343,7.5,1.934,-7.5,1.917,228.5,2.01,228.5,1.847,2025-10-16 20:58:36
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.37,1.334,8.0,1.877,-8.0,1.98,234.5,1.854,234.5,2.01,2025-10-16 20:58:36
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.32,1.343,7.5,1.934,-7.5,1.917,228.5,2.01,228.5,1.847,2025-10-16 21:23:25
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.35,1.337,8.0,1.862,-8.0,2.0,234.5,1.854,234.5,2.01,2025-10-16 21:23:25
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,2.96,1.414,6.5,1.884,-6.5,1.97,231.5,1.98,231.5,1.877,2025-10-16 21:23:25
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,2.96,1.414,6.5,1.884,-6.5,1.97,231.5,1.98,231.5,1.877,2025-10-16 21:29:09
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.32,1.343,7.5,1.934,-7.5,1.917,228.5,2.01,228.5,1.847,2025-10-16 21:29:09
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.35,1.337,8.0,1.862,-8.0,2.0,234.5,1.854,234.5,2.01,2025-10-16 21:29:09
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,2.86,1.442,6.0,1.877,-6.0,1.98,231.5,1.925,231.5,1.925,2025-10-16 21:42:20
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.28,1.349,7.5,1.909,-7.5,1.943,227.5,1.925,227.5,1.925,2025-10-16 21:42:20
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.3,1.346,7.5,1.909,-7.5,1.943,235.5,1.943,235.5,1.909,2025-10-16 21:42:20
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.3,1.346,7.5,1.909,-7.5,1.943,235.5,1.943,235.5,1.909,2025-10-16 21:56:17
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.28,1.349,7.5,1.909,-7.5,1.943,227.5,1.925,227.5,1.925,2025-10-16 21:56:17
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,2.86,1.442,6.0,1.877,-6.0,1.98,231.5,1.925,231.5,1.925,2025-10-16 21:56:17
Washington Wizards,Detroit Pistons,https://www.pinnacle.com/en/basketball/nba-preseason/washington-wizards-vs-detroit-pistons/1617376759/,2.86,1.442,6.0,1.877,-6.0,1.98,231.5,1.925,231.5,1.925,2025-10-16 22:21:23
New Orleans Pelicans,Orlando Magic,https://www.pinnacle.com/en/basketball/nba-preseason/new-orleans-pelicans-vs-orlando-magic/1617376179/,3.47,1.319,8.0,1.943,-8.0,1.909,227.5,1.934,227.5,1.917,2025-10-16 22:21:23
Houston Rockets,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba-preseason/houston-rockets-vs-atlanta-hawks/1617376763/,3.22,1.361,6.5,1.961,-6.5,1.892,234.5,1.877,234.5,1.97,2025-10-16 22:21:23
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.4,3.03,-6.0,1.917,6.0,1.934,234.5,1.869,234.5,1.99,2025-10-16 22:42:13
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.917,235.0,1.934,2025-10-16 22:42:13
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.401,3.03,-6.0,1.917,6.0,1.934,234.5,1.862,234.5,2.0,2025-10-16 22:55:08
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.917,235.0,1.934,2025-10-16 22:55:08
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.4,3.03,-6.0,1.917,6.0,1.934,234.5,1.869,234.5,1.99,2025-10-16 22:59:56
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.917,235.0,1.934,2025-10-16 22:59:56
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.917,235.0,1.934,2025-10-16 23:21:27
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.416,2.96,-6.0,1.943,6.0,1.909,236.0,1.952,236.0,1.9,2025-10-16 23:21:27
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.416,2.96,-6.0,1.943,6.0,1.909,236.0,1.952,236.0,1.9,2025-10-16 23:28:30
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.917,235.0,1.934,2025-10-16 23:28:30
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.409,2.99,-6.0,1.934,6.0,1.917,236.0,1.952,236.0,1.9,2025-10-16 23:41:41
Portland Trail Blazers,Utah Jazz,https://www.pinnacle.com/en/basketball/nba-preseason/portland-trail-blazers-vs-utah-jazz/1617376773/,1.751,2.14,-2.5,1.934,2.5,1.917,235.0,1.862,235.0,2.0,2025-10-16 23:41:41
Minnesota Timberwolves,Chicago Bulls,https://www.pinnacle.com/en/basketball/nba-preseason/minnesota-timberwolves-vs-chicago-bulls/1617376768/,1.409,2.99,-6.0,1.934,6.0,1.917,236.0,1.952,236.0,1.9,2025-10-16 23:48:15
