team1,team2,game_link,team1_moneyline,team2_moneyline,team1_spread,team1_spread_odds,team2_spread,team2_spread_odds,over_total,over_total_odds,under_total,under_total_odds,timestamp
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:14:26
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:19:00
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:35:55
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:40:50
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:43:59
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:46:30
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:49:41
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-10 23:56:11
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-11 00:01:47
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-14 05:28:35
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-14 05:34:03
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 22:25:52
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 22:43:49
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 22:58:11
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 23:29:48
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 23:42:49
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 23:46:49
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-14 23:59:10
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 03:19:46
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 04:35:49
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 06:01:17
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 07:01:01
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 07:04:33
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 07:30:34
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-15 08:37:04
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.06,1.392,6.5,1.917,-6.5,1.934,226.0,1.917,226.0,1.934,2025-09-15 09:04:28
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 01:52:48
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 01:56:40
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 03:04:11
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 03:40:06
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 03:57:22
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 04:01:02
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 04:47:54
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 05:00:54
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-16 05:05:17
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-28 23:51:20
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 01:57:56
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 02:02:29
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 03:13:22
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 03:17:33
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 04:33:21
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 04:37:41
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 04:51:28
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 04:57:03
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 05:29:13
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 05:34:08
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,2.48,1.568,4.0,1.925,-4.0,1.925,225.5,1.934,225.5,1.917,2025-09-29 06:00:58
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.53,1.309,7.5,1.98,-7.5,1.869,226.0,1.99,226.0,1.862,2025-09-29 06:43:54
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.53,1.309,7.5,1.98,-7.5,1.869,226.0,1.99,226.0,1.862,2025-09-29 06:48:18
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.53,1.309,7.5,1.98,-7.5,1.869,226.0,1.99,226.0,1.862,2025-09-29 07:31:37
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.49,1.315,7.5,1.99,-7.5,1.869,227.5,1.854,227.5,2.0,2025-10-20 18:43:00
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.49,1.315,7.5,1.99,-7.5,1.869,227.5,1.854,227.5,2.0,2025-10-20 18:48:39
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.49,1.315,7.5,1.99,-7.5,1.869,227.5,1.884,227.5,1.97,2025-10-20 19:04:57
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.52,1.311,7.5,2.0,-7.5,1.854,227.5,1.877,227.5,1.97,2025-10-20 19:27:39
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.48,1.317,7.5,1.98,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 19:45:48
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.48,1.317,7.5,1.98,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 19:57:07
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 20:04:36
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 20:31:55
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 20:37:41
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 21:02:14
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 21:08:03
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 21:44:39
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.46,1.319,7.5,1.97,-7.5,1.877,227.5,1.925,227.5,1.925,2025-10-20 21:52:14
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.41,1.327,7.5,1.952,-7.5,1.9,227.5,1.925,227.5,1.925,2025-10-20 22:29:06
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.41,1.327,7.5,1.952,-7.5,1.9,227.5,1.961,227.5,1.884,2025-10-20 22:45:09
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.41,1.327,7.5,1.952,-7.5,1.9,227.5,1.961,227.5,1.884,2025-10-20 22:57:13
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.25,1.355,7.5,1.877,-7.5,1.98,227.5,1.97,227.5,1.884,2025-10-20 23:23:48
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.25,1.355,7.5,1.877,-7.5,1.98,227.5,1.97,227.5,1.884,2025-10-20 23:42:18
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.25,1.355,7.5,1.877,-7.5,1.98,227.5,1.97,227.5,1.884,2025-10-20 23:55:47
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.26,1.386,6.5,2.0,-6.5,1.909,227.5,1.909,227.5,1.98,2025-10-21 17:24:45
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.16,1.406,6.5,1.961,-6.5,1.943,227.5,1.9,227.5,1.98,2025-10-21 17:39:21
Houston Rockets,Oklahoma City Thunder,https://www.pinnacle.com/en/basketball/nba/houston-rockets-vs-oklahoma-city-thunder/1615035859/,3.16,1.406,6.5,1.961,-6.5,1.943,227.5,1.9,227.5,1.98,2025-10-21 17:58:49
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.699,2.29,-2.5,1.909,2.5,2.0,226.0,1.909,226.0,1.98,2025-10-21 18:39:38
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.68,1.492,5.5,1.869,-5.5,1.99,227.0,1.961,227.0,1.892,2025-10-21 18:39:38
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.877,214.5,1.877,214.5,1.98,2025-10-21 18:39:38
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.699,2.29,-2.5,1.909,2.5,2.0,226.0,1.909,226.0,1.98,2025-10-21 18:59:56
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 18:59:56
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.877,214.5,1.877,214.5,1.98,2025-10-21 18:59:56
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.699,2.29,-2.5,1.909,2.5,2.0,226.0,1.909,226.0,1.98,2025-10-21 19:09:30
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 19:09:30
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.68,1.492,5.5,1.869,-5.5,1.99,227.0,1.961,227.0,1.892,2025-10-21 19:09:30
Toronto Raptors,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba/toronto-raptors-vs-atlanta-hawks/1617101322/,2.81,1.456,5.5,1.925,-5.5,1.925,235.5,1.952,235.5,1.9,2025-10-21 19:25:23
Philadelphia 76ers,Boston Celtics,https://www.pinnacle.com/en/basketball/nba/philadelphia-76ers-vs-boston-celtics/1617101742/,2.24,1.689,2.5,1.98,-2.5,1.877,227.5,1.869,227.5,1.98,2025-10-21 19:25:23
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.869,216.0,1.934,216.0,1.917,2025-10-21 19:25:23
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 19:25:23
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.699,2.29,-2.5,1.909,2.5,2.0,226.5,1.925,226.5,1.952,2025-10-21 19:25:23
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.69,1.492,5.5,1.869,-5.5,1.98,227.0,1.869,227.0,1.99,2025-10-21 19:25:23
Philadelphia 76ers,Boston Celtics,https://www.pinnacle.com/en/basketball/nba/philadelphia-76ers-vs-boston-celtics/1617101742/,2.24,1.689,2.5,1.98,-2.5,1.877,227.5,1.869,227.5,1.98,2025-10-21 19:43:12
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.709,2.27,-2.5,1.925,2.5,1.98,226.5,1.925,226.5,1.952,2025-10-21 19:43:12
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 19:43:12
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.869,216.0,1.934,216.0,1.917,2025-10-21 19:43:12
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.69,1.492,5.5,1.869,-5.5,1.98,227.0,1.869,227.0,1.99,2025-10-21 19:43:12
Toronto Raptors,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba/toronto-raptors-vs-atlanta-hawks/1617101322/,2.81,1.456,5.5,1.925,-5.5,1.925,235.5,1.952,235.5,1.9,2025-10-21 19:43:12
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.709,2.27,-2.5,1.925,2.5,1.98,226.5,1.925,226.5,1.952,2025-10-21 19:55:07
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.69,1.492,5.5,1.869,-5.5,1.98,227.0,1.869,227.0,1.99,2025-10-21 19:55:07
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.869,216.0,1.934,216.0,1.917,2025-10-21 19:55:07
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 19:55:07
Philadelphia 76ers,Boston Celtics,https://www.pinnacle.com/en/basketball/nba/philadelphia-76ers-vs-boston-celtics/1617101742/,2.24,1.689,2.5,1.98,-2.5,1.877,228.5,1.9,228.5,1.952,2025-10-21 19:55:07
Toronto Raptors,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba/toronto-raptors-vs-atlanta-hawks/1617101322/,2.81,1.456,5.5,1.925,-5.5,1.925,235.5,1.952,235.5,1.9,2025-10-21 19:55:07
Toronto Raptors,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba/toronto-raptors-vs-atlanta-hawks/1617101322/,2.81,1.456,5.5,1.925,-5.5,1.925,235.5,1.952,235.5,1.9,2025-10-21 20:04:26
Philadelphia 76ers,Boston Celtics,https://www.pinnacle.com/en/basketball/nba/philadelphia-76ers-vs-boston-celtics/1617101742/,2.24,1.689,2.5,1.98,-2.5,1.877,228.5,1.9,228.5,1.952,2025-10-21 20:04:26
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 20:04:26
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.869,216.0,1.934,216.0,1.917,2025-10-21 20:04:26
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.69,1.492,5.5,1.869,-5.5,1.98,227.0,1.869,227.0,1.99,2025-10-21 20:04:26
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.709,2.27,-2.5,1.925,2.5,1.98,226.5,1.925,226.5,1.952,2025-10-21 20:04:26
Philadelphia 76ers,Boston Celtics,https://www.pinnacle.com/en/basketball/nba/philadelphia-76ers-vs-boston-celtics/1617101742/,2.24,1.689,2.5,1.98,-2.5,1.877,228.5,1.9,228.5,1.952,2025-10-21 20:30:54
Cleveland Cavaliers,New York Knicks,https://www.pinnacle.com/en/basketball/nba/cleveland-cavaliers-vs-new-york-knicks/1617101871/,2.06,1.806,2.0,1.917,-2.0,1.934,228.5,1.892,228.5,1.961,2025-10-21 20:30:54
Toronto Raptors,Atlanta Hawks,https://www.pinnacle.com/en/basketball/nba/toronto-raptors-vs-atlanta-hawks/1617101322/,2.81,1.456,5.5,1.925,-5.5,1.925,235.5,1.952,235.5,1.9,2025-10-21 20:30:54
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.7,1.49,5.5,1.877,-5.5,1.97,228.5,1.97,228.5,1.884,2025-10-21 20:30:54
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.709,2.27,-2.5,1.925,2.5,1.98,226.5,1.925,226.5,1.952,2025-10-21 20:30:54
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.869,216.0,1.934,216.0,1.917,2025-10-21 20:30:54
Golden State Warriors,Los Angeles Lakers,https://www.pinnacle.com/en/basketball/nba/golden-state-warriors-vs-los-angeles-lakers/1615035860/,1.709,2.27,-2.5,1.925,2.5,1.98,226.5,1.925,226.5,1.952,2025-10-21 20:36:24
Brooklyn Nets,Charlotte Hornets,https://www.pinnacle.com/en/basketball/nba/brooklyn-nets-vs-charlotte-hornets/1617101321/,2.7,1.49,5.5,1.877,-5.5,1.97,228.5,1.97,228.5,1.884,2025-10-21 20:36:24
Miami Heat,Orlando Magic,https://www.pinnacle.com/en/basketball/nba/miami-heat-vs-orlando-magic/1617101873/,3.79,1.275,8.0,1.98,-8.0,1.869,216.0,1.934,216.0,1.917,2025-10-21 20:36:24
